Provider Approval Number,Service Approval Number,Legal Name,Trading Name,Address,Suburb,State,Postcode,Date Approval Granted,Conditions
PR-40010835,,Gan Libby Pty Ltd ATF The Gan Libby Trust,Gan Libby Pty Ltd,U 2  185 Orrong Rd,ST KILDA EAST,VIC,3183,26-05-2017,
PR-40010871,,SHERRI LEE,Learn n Play Family Day Care,PO Box 687,LEONGATHA,VIC,3953,21-12-2017,
PR-40010883,,CARNIVAL EARLY LEARNING CENTRE PTY. LTD.,CARNIVAL EARLY LEARNING CENTRE,5 Verdant Ct,GLEN WAVERLEY,VIC,3150,15-09-2017,"The persons with management or control must undertake professional development in leadership and service management, and the National Quality Standard, and provide evidence of completion to the Regulatory Authority prior to any application for service approval being considered.

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development."
PR-40010886,,ST PATRICK ENTERPRISES PTY. LTD.,,75 Federal Dr,WYNDHAM VALE,VIC,3024,20-06-2018,
PR-40010931,,Buddies Grange Road Pty Ltd ATF Rosenberg Buddies Grange Rd Family Trust,,U 1  875 Glen Huntly Rd,CAULFIELD SOUTH,VIC,3162,17-05-2017,
PR-40010949,,Kangatoo Pty Ltd ATF The Kangatoo Trust,,10 Nepean Hwy,DROMANA,VIC,3936,22-05-2017,
PR-40010953,,YILY PTY LTD,Rose Garden Childcare,P.O. Box 188,NARRE WARREN NORTH,VIC,3804,26-05-2017,
PR-40010973,,Happy Turtle Childcare Centre Pty Ltd ATF Happy Turtle Childcare Centre Family Trust,Happy Turtle Childcare Centre,528 Ontario Ave,MILDURA,VIC,3500,04-01-2018,
PR-40010982,,Miles of Smilez Pty Ltd,Miles of Smilez Family day care,18 GRASSY POINT RD,CAIRNLEA,VIC,3023,29-05-2018,
PR-40010990,,KINGKIDS 4 PTY LTD,,"102, 233 Maroondah Hwy",RINGWOOD,VIC,3134,10-07-2017,
PR-40011011,,JOHN MACKENZIE KINDERGARTEN INC,John MacKenzie Kindergarten,"John Mackenzie Kindergarten, 603 Toorak Rd",TOORAK,VIC,3142,30-06-2017,
PR-40011040,,UNITING (VICTORIA AND TASMANIA) LIMITED,,"Level 4 Wesley Place, 130 Lonsdale St",MELBOURNE,VIC,3000,05-06-2017,
PR-40011098,,AJANI WADOOD,,53 Springbank Rd,WOLLERT,VIC,3750,18-05-2018,
PR-40011109,,Yavneh Early Learning Centre Inc,,81 Balaclava Road,CAULFIELD NORTH,VIC,3161,23-11-2017,"The persons with management or control must attend an educative session on their role, conducted by officers from the Southern Metropolitan Regional area team, within 3 months after service approval is granted.
"
PR-40011111,,D&J EDUCATION PTY LTD,,925 sayers road,TARNEIT,VIC,3029,13-11-2017,"The persons with management or control must undertake professional development in Quality Areas 1 and 7 of the National Quality Standard and provide evidence of completion to the Regulatory Authority prior to submitting an application for service approval or a notification of transfer of service approval.

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Department, prior to undertaking the professional development.
"
PR-40011123,,ASCOT EARLY LEARNING CENTRE PTY LTD,,L 7  484 St Kilda Rd,MELBOURNE,VIC,3004,26-05-2017,
PR-40011124,,CRANBOURNE WEST EARLY LEARNING CENTRE PTY LTD,,84-90s Quarters Bvd,CRANBOURNE WEST,VIC,3977,26-05-2017,
PR-40011131,,CROYDON NORTH KINDERGARTEN INC,Croydon North Kinergarten Inc,"Croydon North Kindergarten, 90 Bonnie View Rd",CROYDON NORTH,VIC,3136,19-07-2017,
PR-40011141,,Baba Deep Singh Pty Ltd ATF Dhillon & Daughters Family Trust,,6 William Hovell Pass,CRAIGIEBURN,VIC,3064,02-11-2017,
PR-40011145,,TheirCare Pty Ltd,TheirCare,"Podium, Shop 2, 766 Toorak Rd",GLEN IRIS,VIC,3146,16-06-2017,
PR-40011194,,The United Vietnamese Buddhist Congregation of South-Eastern Melbourne,Hoa Nghiem Primary School,444-448 Springvale Rd,SPRINGVALE SOUTH,VIC,3172,19-07-2017,
PR-40011246,,MOTHER & 3 SONS PTY LTD,,13 Rowlandson Pl,TAYLORS LAKES,VIC,3038,14-08-2017,
PR-40011263,,HOPPERS CROSSING MONTESSORI CENTRE PTY. LTD.,,7 Chinook Way,POINT COOK,VIC,3030,31-08-2017,
PR-40011290,,SPORTSPLAY PTY LTD,,32 Highpoint Drive,SOUTH MORANG,VIC,3752,08-11-2017,"The persons with management or control must undertake professional development in Quality Area 1 – Educational Program and Practice and Quality Area 7 – Leadership and Service Management of the National Quality Standard, and the Child Safe Standards within 6 months of being granted provider approval and provide evidence of completion to the Regulatory Authority within 14 days of completion of the professional development.

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development.

 The approved provider must ensure that only children over preschool age can attend any services operated by this provider. 
"
PR-40011323,,COMMUNITYOSH PTY LTD,CommunityOSH,PO Box 265,RICHMOND,VIC,3121,16-10-2017,
PR-40011343,,Willaura Primary School Council,Willaura Primary School,14-32 Warranooke St,WILLAURA,VIC,3379,22-06-2017,
PR-40011386,,COUNTRY BUDDIES SHEPPARTON PTY LTD ATF Country Buddies Shepparton Trust,Country Buddies Shepparton,"Factory 3, 8 Ladd Road",NEW GISBORNE,VIC,3437,21-06-2017,
PR-40011417,,COUNTRY BUDDIES BENDIGO PTY LTD ATF  Country Buddies Bendigo Trust,Country Buddies Bendigo,PO Box 89,GISBORNE,VIC,3437,21-06-2017,
PR-40011422,,Country Buddies Wahgunyah Pty Ltd,Country Buddies Wahgunyah,PO Box 89,GISBORNE,VIC,3437,21-06-2017,
PR-40011424,,T. & C. Koelewyn Proprietary Limited ATF Koelewyn Family Trust,Eastwood Early Learning Centre & Kindergarten,120 Old Cape Schanck Rd,ROSEBUD,VIC,3939,08-09-2017,
PR-40011480,,CASEY EARLY LEARNING HUB PTY LTD,Casey Early Learning Hub,7 Riley Street,OAKLEIGH SOUTH,VIC,3167,31-08-2017,
PR-40011502,,KJH TREEHOUSE KIDZ PTY LTD,,7 Myalla Ct,WANTIRNA SOUTH,VIC,3152,13-12-2017,
PR-40011503,,KIKA INVESTMENTS PTY LTD ATF KIKA Family Trust,Kids World,14-16 Walls Rd,WERRIBEE,VIC,3030,21-07-2017,
PR-40011509,,SARAH STOKES,,"Unit 357, 585 Little Collins St",MELBOURNE,VIC,3000,22-12-2017,
PR-40011516,,HAPPY FACES CHILD CARE PTY LTD,HAPPY FACES CHILD CARE,2 Hill Ct,WARRANWOOD,VIC,3134,27-10-2017,"The persons with management or control must undertake professional development in Quality Areas 1 and 6 of the National Quality Standard, and the Child Safe Standards and provide evidence of completion to the Regulatory Authority prior to any application for service approval being considered. The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development."
PR-40011518,,Thargini (Gani) Kirisananthan,,28 Wickford Rd,TARNEIT,VIC,3029,17-07-2018,"The approved provider must undertake professional development in Quality Area 2, Children’s Health and Safety (Element 2.2.3 Management, educators and staff are aware of their roles and responsibilities to identify and respond to every child at risk of abuse or neglect) and Quality Area 7, Governance and Leadership of the National Quality Standard and the Child Safe Standards. Evidence of completion must be provided to the Regulatory Authority prior to any application for service approval or transfer being considered.

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development.
"
PR-40011652,,TAGAISA FUIMAONO,Little Champions Early Learning Family Day Care,3 Coberley Way,CRANBOURNE NORTH,VIC,3977,13-06-2018,
PR-40011657,,Moreland Early Years Management Incorporated,Moreland Early Years Management,2a Marigold Cres,GOWANBRAE,VIC,3043,03-10-2017,
PR-40011706,,DURGABHAVANI SIDDHANTHAM,,14 Dorkings Way,CLYDE NORTH,VIC,3978,09-04-2018,
PR-40011713,,MONTESSORI BEGINNINGS MILDURA PTY LTD,Montessori Beginnings Mildura Pty Ltd,"Suite 2401, 70 Dorcas St",SOUTHBANK,VIC,3006,18-09-2017,
PR-40011734,,HAPPY TOTS PTY LTD,,U 8  52 Parkers Rd,PARKDALE,VIC,3195,16-02-2018,"The persons with management or control are to undertake professional development in relation to Quality Area 2 - Children's health and safety, and Child Safe Standards prior to applying for service approval or transfer.  The professional development must be delivered by a recognised early childhood training organisation or expert and be approved in writing by the Department, prior to undertaking the professional development, and provide the Regulatory Authority proof of the completion of the professional development within 7 days of completion.
"
PR-40011779,,HIGHMOUNT PRE SCHOOL ASSOCIATION INCORPORATED,Highmount Pre-school Association Incorporated,"Highmount Pre School, 36 Lechte Rd",MOUNT WAVERLEY,VIC,3149,21-07-2017,
PR-40011788,,Davies Mutabwa,MR,5 Succession St,DOREEN,VIC,3754,13-06-2018,
PR-40011801,,ABS FAMILY DAY CARE PTY. LTD.,ABS FAMILY DAY CARE,14 Mudford St,SUNSHINE WEST,VIC,3020,21-05-2018,
PR-40011826,,Next Steps Early Learning Centre Pty Ltd ATF Next Steps Early Learning Centre Unit Trust,Next Steps Early Learning Centre,127 Pigdons Rd,WAURN PONDS,VIC,3216,07-09-2017,
PR-40011833,,Bambini Wilson Pty Ltd,Bambini ELC Wilson,"Level 1, 117-125 York Street",SOUTH MELBOURNE,VIC,3205,15-11-2017,
PR-40011867,,LITTLE ROYALS EARLY LEARNING CENTRE PTY. LTD.,Little Royals Early Learning Centre,17-19 James Cook Dr,MELTON WEST,VIC,3337,23-11-2017,
PR-40011952,,FIRST EARLY LEARNING FRANKSTON SOUTH PTY LTD,First Early Learning Frankston South,124 Frankston-Flinders Rd,FRANKSTON SOUTH,VIC,3199,31-08-2017,
PR-40011953,,Montessori Beginnings Thomastown Pty Ltd,Montessori Beginnings Thomastown,68 Dorcas St,SOUTHBANK,VIC,3006,08-12-2017,
PR-40011962,,EUNOIA EDUCATION PTY LTD,Eunoia Education,399-401 Centre Rd,BERWICK,VIC,3806,26-06-2018,
PR-40011967,,TARNEIT WEST CHILDCARE PTY LTD ATF TARNEIT WEST CHILDCARE UNIT TRUST,KOOL KIDZ TARNEIT WEST,176 Were St,BRIGHTON,VIC,3186,15-09-2017,
PR-40011972,,SMART READER AUSTRALASIA PTY. LTD.,SMART READER AUSTRALASIA,99 Whitehorse Rd,DEEPDENE,VIC,3103,09-01-2018,
PR-40012001,,Teddy Trump Family Day Care,Teddy Trump Family Day Care,U 11  36 Marcus Rd,DINGLEY VILLAGE,VIC,3172,25-06-2018,
PR-40012007,,JAISHIV ENTERPRISES PTY LTD ATF JAISHIV ENTERPRISES TRUST,KOOL KIDZ WEST CRANBOURNE,176 Were St,BRIGHTON,VIC,3186,15-09-2017,"
The Approved Provider must undertake professional development in Leadership and Service Management and the National Quality Standard and provide evidence of completion to the Regulatory Authority within three months of provider approval being granted. 

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority, prior to undertaking the professional development.
"
PR-40012018,,RANFURLY PRIMARY SCHOOL COUNCIL,Ranfurly Primary School Council,348-358 Ontario Ave,MILDURA,VIC,3500,20-07-2017,
PR-40012028,,Because You Kan Pty Ltd,Because You Kan Pty Ltd,47 Torresdale Dr,BORONIA,VIC,3155,15-02-2018,
PR-40012078,,SHINE BRIGHT EYM,Shine Bright EYM,53 Wills Street,BENDIGO,VIC,3550,18-10-2017,
PR-40012105,,C. STOKES & COMPANY PROPRIETARY LIMITED,Chad Stokes Service Provider,"357, 585 Little Collins St",MELBOURNE,VIC,3000,15-11-2017,
PR-40012148,,COBURG CHILDRENS CENTRE INC,Coburg Childrens Centre Inc,1 Wardens Walk,COBURG,VIC,3058,17-08-2017,
PR-40012239,,GREAT START KINDERGARTEN AND CHILDREN SERVICES PTY LTD,Great Start East Doncaster Kindergarten,45 Bakewell Street,CRANBOURNE,VIC,3977,13-02-2018,
PR-40012289,,ZAPS CORP. PTY LTD,Kool Kidz Gardenvale,U 3  5 Briggs St,MOUNT WAVERLEY,VIC,3149,29-12-2017,
PR-40012319,,TIJESS PTY LTD,,PO BOX 559,ELWOOD,VIC,3184,05-12-2017,
PR-40012354,,JIREH CHILD CARE PROPRIETARY LIMITED,JIREH CHILD CARE PROPRIETARY LIMITED,19 Joelson Ave,SCORESBY,VIC,3179,22-06-2018,"The persons with management or control must undertake professional development in Quality Area 2, Children’s Health and Safety (Element 2.2.3 Management, educators and staff are aware of their roles and responsibilities to identify and respond to every child at risk of abuse or neglect) of the National Quality Standard and the Child Safe Standards. Evidence of completion must be provided to the Regulatory Authority prior to any application for service approval or transfer being considered.

The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority prior to undertaking the professional development.


"
PR-40012376,,Tarneit Childcare Pty Ltd ATF Tarneit Childcare Trust,Tarneit Early Learning Centre,PO Box 8154,NORTHLAND CENTRE,VIC,3072,28-09-2017,
PR-40012408,,BOUBOULINA ENTERPRISES PTY LTD,,PO Box 429,COBURG,VIC,3058,05-10-2017,
PR-40012438,,PLAY & GROW EARLY LEARNING CENTRE PTY LTD,,18 Wickford Road,TARNEIT,VIC,3029,25-01-2018,
PR-40012447,,AHMC PTY LTD,Kool Kidz On Wellington,Unit 2/24 Elm Street,BAYSWATER,VIC,3153,29-12-2017,"The persons with management or control of the Approved Provider must commence professional development within 6 months of provider approval being granted, in Leadership and Service Management and Educational Program and Practice and provide evidence of completion to the Regulatory Authority within 14 days of completion of the professional development.


 "
PR-40012450,,The Trustee for ELCMS Unit Trust,Early Learning Consultants and Management Services PTY LTD,29a Park Dr,KEILOR EAST,VIC,3033,17-01-2018,"The persons with management or control for the approved provider must undertake professional development in relation to Leadership and Service Management and Educational Program and Practice prior to submitting an application for service approval or transfer.
The professional development must be delivered by a recognised early childhood training organisation or expert and be approved in writing by the Department, prior to undertaking the professional development.
"
PR-40012494,,ALAN WOODLAND,,400 Heckers Hill Way,KANGAROO GROUND,VIC,3097,17-01-2018,
PR-40012498,,SLK TRADING BRIGHTON EAST PTY LTD,,117 Kooyong Road,ARMADALE,VIC,3143,28-09-2017,
PR-40012547,,Deutsche Schule Melbourne Inc,Deutsche Schule Melbourne,138 Barkly St,FITZROY NORTH,VIC,3068,16-11-2017,
PR-40012594,,CHILDSPLAYTORQUAY PTY LTD,,1 Pintail Drive,TORQUAY,VIC,3228,27-10-2017,
PR-40012613,,HOLISTIC DEVELOPMENT PTY LTD,,1 Peachwood Rise,DONCASTER EAST,VIC,3109,29-12-2017,
PR-40012625,,ROADS GROUP PTY LTD,Buddy Bears Childcare,90 Royal Cres,HILLSIDE,VIC,3037,18-01-2018,"The persons with management or control for the approved provider must undertake professional development in relation to the National Quality Standard within 3 months of provider approval being granted.  
The professional development must be delivered by a recognised early childhood training organisation or expert and be approved in writing by the Department, prior to undertaking the professional development."
PR-40012632,,LITTLE LANE EARLY LEARNING HAWTHORN PTY LTD,Little Lane Early Learning Centre,555 Glenferrie Rd,HAWTHORN,VIC,3122,21-05-2018,
PR-40012648,,TOP TALENT EDUCATION (AUSTRALIA) PTY LTD,,"Level 2, 337 La Trobe St",MELBOURNE,VIC,3000,22-01-2018,
PR-40012654,,SATHMI PTY LTD,,25 Riverway View,CRAIGIEBURN,VIC,3064,15-05-2018,
PR-40012681,,Happy Hippo Childcare LB Pty Ltd ATF Happy Hippo Childcare LB Trust,Happy Hippo Childcare Lovely Banks,16a Solent Cres,TAYLORS LAKES,VIC,3038,03-10-2017,
PR-40012683,,LILLIPUT LEARNERS PTY. LTD.,,14 Gould Walk,TRUGANINA,VIC,3029,13-07-2018,
PR-40012704,,Myrtleford Preschool Inc,,55 Prince Street,MYRTLEFORD,VIC,3737,05-02-2018,
PR-40012738,,NIRANTHARY MAHENDRA,,13 Mues Street,KEILOR EAST,VIC,3033,24-08-2018,
PR-40012746,,SJ & LN Pty Ltd ATF SJ & LN Trust,SJ & LN PTY LTD,396 East West Rd,WARRAGUL,VIC,3820,28-12-2017,
PR-40012798,,CHEEKY CLOUDS PTY LTD,,5 Ingram Pl,TAYLORS HILL,VIC,3037,17-01-2018,
PR-40012811,,LUVART PTY LTD,LUVART,41 Burrows Street,BRIGHTON,VIC,3186,29-05-2018,
PR-40012812,,3 CONNECTIONS PTY LTD,,32 McLaren St,MOUNT WAVERLEY,VIC,3149,24-11-2017,
PR-40012833,,Edukids Enterprises Pty Ltd,,53 Mackelroy Rd,PLENTY,VIC,3090,11-12-2017,
PR-40012838,,Starfish Childcare Reservoir Pty Ltd ATF Starfish Reservoir Trust,Starfish Early Learning Centre (Reservoir),PO Box 85,DINGLEY VILLAGE,VIC,3172,24-11-2017,
PR-40012864,,COLLECTIVE CHILDCARE GROUP PTY LTD,Kool Kidz Merrifield,8 Fairmont St,KINGS PARK,VIC,3021,29-12-2017,
PR-40012944,,KIDDIE KLUBHOUSE PTY LTD ATF KIDDIE KLUBHOUSE TRUST,KIDDIE KLUBHOUSE,4 Fry Ct,CLARINDA,VIC,3169,29-05-2018,
PR-40012975,,INSPIRE O2 EDUCATION HOLDING GROUP PTY LTD,INSPIRE Montessori Children's House,280-282 Highbury Rd,MOUNT WAVERLEY,VIC,3149,17-01-2018,
PR-40013121,,WOODLANDS SUNBURY PTY. LTD.,,"L 5, 552 Lonsdale St",MELBOURNE,VIC,3000,26-10-2017,
PR-40013124,,Steller Kids Pty Ltd,,840 Dandenong Rd,CAULFIELD EAST,VIC,3145,15-06-2018,
PR-40013126,,EPSOM PRIMARY SCHOOL COUNCIL,Epsom Primary School,31 Howard St,EPSOM,VIC,3551,29-12-2017,
PR-40013224,,WOLLERT ONE EARLY EDUCATION GROUP PTY LTD,Wollert One Early Education Group,"Level 4, 88 Albert Street",SOUTH MELBOURNE,VIC,3205,04-01-2018,
PR-40013325,,SLK TRADING SURREY HILLS PTY LTD,,"EXPLORERS EARLY LEARNING, 117 KOOYONG ROAD",ARMADALE,VIC,3143,17-11-2017,
PR-40013341,,Country Buddies Wangaratta PTY LTD ATF Country Buddies Wangaratta Trust,Country Buddies Wangaratta PTY LTD,U 3  8 Ladd Rd,NEW GISBORNE,VIC,3438,15-12-2017,
PR-40013342,,EDITHVALE PRE SCHOOL CENTRE ASSOCIATION INC,Edithvale Pre School,29-31 Fraser Ave,EDITHVALE,VIC,3196,12-12-2017,
PR-40013396,,sarah grech,,2 Killarney St,RYE,VIC,3941,25-05-2018,
PR-40013405,,NEWBOROUGH PRIMARY SCHOOL,,PO Box 54,NEWBOROUGH,VIC,3825,16-11-2017,
PR-40013432,,Thrive OSHC,Thrive OSHC,3 Anderson St,NEWPORT,VIC,3015,17-01-2018,
PR-40013454,,TARRALLA KINDERGARTEN ASSOCIATION INCORPORATED,TARRALLA KINDERGARTEN ASSOCIATION INCORPORATED,38 Gracedale Ave,RINGWOOD EAST,VIC,3135,21-12-2017,
PR-40013461,,SLR EDUCATION PTY LTD,,4 Jenny Ct,SCORESBY,VIC,3179,30-05-2018,
PR-40013468,,MARYMEDE FOUNDATION LIMITED,Marymede Early Learning Centre,60 Williamsons Road,SOUTH MORANG,VIC,3752,07-03-2018,
PR-40013561,,KINDERPLAY EARLY LEARNING CENTRE PTY. LTD.,KinderPlay Early Learning Centre Pty Ltd,303 SPRINGVALE ROAD,FOREST HILL,VIC,3131,04-01-2018,
PR-40013586,,GEETANJALI CHARLES,,"89 waterways boulevard, williams landing",MELBOURNE,VIC,3027,16-07-2018,"Geetanjali Charles must undertake professional development in Quality Area 7 of the National Quality Standard and Child Safe Standards. Evidence of completion must be provided to the Regulatory Authority prior to any application for service approval or transfer being considered.
The professional development must be delivered by a recognised early childhood training organisation or expert and approved in writing by the Regulatory Authority prior to undertaking the professional development.
"
PR-40013617,,Meri Meri Pty Ltd ATF Meri Meri Trust,,"L 22, U 2201  25 Wills St",MELBOURNE,VIC,3000,30-05-2018,
PR-40013641,,JUNIOR EXPLORERS ELC PTY LIMITED,Juinor Explorers ELC,96 Emerald-Monbulk Rd,EMERALD,VIC,3782,30-05-2018,
PR-40013920,,CIVIC AVENUE EARLY LEARNING PTY LTD,Civic Avenue Early Learning,171 Park St,SOUTH MELBOURNE,VIC,3205,17-05-2018,
PR-40013955,,Adventurers Education Pty Ltd,Adventurers Education,PO Box 6478,HIGHTON,VIC,3216,29-05-2018,
PR-40013981,,BAY CITY ELC GEELONG PTY LTD,Bay City ELC Geelong Pty Ltd,115a Cochrane Street,BRIGHTON,VIC,3186,21-05-2018,"The persons with management or control must attend an educative session with the Southern Metropolitan Regional team within three months of being granted provider approval.

"
PR-40013989,,CAMPISI (JNR) PTY LTD,,7 Dunbar Ct,GREENVALE,VIC,3059,28-05-2018,
PR-40014102,,CREATIVE CARE AND SUPPORT SERVICES LTD,Creative Care and Support Services,PO Box 2054,SUNBURY,VIC,3429,28-05-2018,
PR-40014152,,ATHERSTONE EARLY LEARNING CENTRE PTY LTD,Aspire Early Education Atherstone Estate,L 7  484 St Kilda Rd,MELBOURNE,VIC,3004,22-01-2018,
PR-40014182,,TANDO VENTURES PTY LTD,,11 Finsbury Road,DEVON MEADOWS,VIC,3977,25-06-2018,
PR-40014272,,ST HELENA EARLY LEARNING PTY LTD,St Helena Early Learning,171 Park St,SOUTH MELBOURNE,VIC,3205,16-05-2018,
PR-40014285,,Child's Play ELC Pty Ltd,,5 Mont St,NEWTOWN,VIC,3220,18-01-2018,
PR-40014350,,SMART START CHILD CARE SERVICES PTY LTD,Smart Start Child Care Services,8 Rilana Rd,CLYDE NORTH,VIC,3978,25-06-2018,"•	The approved provider must undertake professional development in Quality Area 7, Governance and Leadership of the National Quality Standard and the Child Safe Standards. Evidence of completion must be provided to the Regulatory Authority prior to any application for service approval or transfer being considered.
•	The professional development must be delivered by a recognised early childhood training organisation or expert and approved in writing by the Regulatory Authority prior to undertaking the professional development."
PR-40014354,,Martinov & Philp Enterprises Pty Ltd ATF Martinov & Philp Enterprises Trust,Martinov & Philp Enterprises Pty Ltd,11 Fintona Court,COLDSTREAM,VIC,3136,25-06-2018,
PR-40014380,,EG20 OPERATIONS PTY LTD ATF EG20 Operations Unit Trust,Eclipse Early Education Woodlea,U 505 65 Beach St,PORT MELBOURNE,VIC,3207,27-02-2018,
PR-40014411,,KVK Group Pty Ltd,Kiewa Valley Kindergarten,1279 Kiewa Valley Highway,KIEWA,VIC,3691,20-06-2018,The person with management or control of the approved provider must attend an educative session with the Hume Regional Quality Assessment and Regulation team within 3 months of being granted provider approval.
PR-40014490,,KIDS EDUCATION AND LEARNING EPPING CAMPUS PTY LTD  ATF The Sunrise Discretionary Trust,Kids Education And Learning Epping Campus,Se 3  1008 Doncaster Rd,DONCASTER EAST,VIC,3109,28-06-2018,
